episode,phase,total_steps,outcome,length,discounted_return
305,rl,63391,success,5,0.9
306,rl,63403,too_close,12,0.7485
307,rl,63424,collision,21,-0.1476
308,rl,63449,too_close,25,0.5314
309,rl,63454,success,5,0.9
310,rl,63496,too_close,42,0.33
311,rl,63521,success,25,0.5314
312,rl,63582,too_close,61,0.1708
313,rl,63615,success,33,0.4305
314,rl,63644,success,29,0.4783
315,rl,63697,success,53,0.2542
316,rl,63724,too_close,27,0.5042
317,rl,63738,too_close,14,0.71
318,rl,63821,too_close,83,0.0852
319,rl,63869,too_close,48,0.2778
320,rl,63901,success,32,0.442
321,rl,63910,success,9,0.81
322,rl,63919,success,9,0.81
323,rl,63965,too_close,46,0.2815
324,rl,63976,too_close,11,0.7028
325,rl,64016,too_close,40,0.2605
326,rl,64044,success,28,0.4911
327,rl,64079,too_close,35,0.3327
328,rl,64095,collision,16,-0.1684
329,rl,64167,too_close,72,0.1423
330,rl,64180,success,13,0.729
331,rl,64193,collision,13,-0.1823
332,rl,64243,success,50,0.2751
333,rl,64264,success,21,0.5905
334,rl,64310,too_close,46,0.2904
335,rl,64325,success,15,0.6916
336,rl,64333,success,8,0.8316
337,rl,64334,collision,1,-0.25
338,rl,64369,too_close,35,0.4071
339,rl,64389,success,20,0.6063
340,rl,64396,success,7,0.8538
341,rl,64421,success,25,0.5314
342,rl,64463,too_close,42,0.3396
343,rl,64476,collision,13,-0.2036
344,rl,64483,success,7,0.8538
345,rl,64506,success,23,0.5602
346,rl,64527,success,21,0.5905
347,rl,64548,success,21,0.5905
348,rl,64554,collision,6,-0.2192
349,rl,64555,collision,1,-0.25
350,rl,64565,success,10,0.7889
351,rl,64585,too_close,20,0.5792
352,rl,64621,too_close,36,0.3603
353,rl,64662,too_close,41,0.344
354,rl,64699,collision,37,-0.0969
355,rl,64732,too_close,33,0.4129
356,rl,64751,success,19,0.6224
357,rl,64773,success,22,0.5751
358,rl,64783,success,10,0.7889
359,rl,64792,success,9,0.81
360,rl,64827,too_close,35,0.4084
361,rl,64831,success,4,0.924
362,rl,64874,collision,43,-0.1252
363,rl,64895,too_close,21,0.5905
364,rl,64995,timeout,100,-0.0431
365,rl,65023,success,28,0.4911
366,rl,65050,success,27,0.5042
367,rl,65079,success,29,0.4783
368,rl,65102,success,23,0.5602
369,rl,65154,too_close,52,0.1779
370,rl,65186,success,32,0.442
371,rl,65199,collision,13,-0.1823
372,rl,65212,too_close,13,0.729
373,rl,65239,too_close,27,0.4974
374,rl,65244,collision,5,-0.2442
375,rl,65265,success,21,0.5905
376,rl,65297,success,32,0.442
377,rl,65308,success,11,0.7684
378,rl,65326,too_close,18,0.634
379,rl,65347,too_close,21,0.5166
380,rl,65362,success,15,0.6916
381,rl,65375,success,13,0.729
382,rl,65415,too_close,40,0.358
383,rl,65435,success,20,0.6063
384,rl,65442,collision,7,-0.2135
385,rl,65465,success,23,0.5602
386,rl,65548,collision,83,-0.0288
387,rl,65557,success,9,0.81
388,rl,65582,success,25,0.5314
389,rl,65611,success,29,0.4783
390,rl,65620,too_close,9,0.8025
391,rl,65630,collision,10,-0.1972
392,rl,65648,too_close,18,0.6335
393,rl,65689,success,41,0.3487
394,rl,65695,success,6,0.8766
395,rl,65713,success,18,0.639
396,rl,65716,collision,3,-0.2845
397,rl,65724,success,8,0.8316
398,rl,65748,too_close,24,0.538
399,rl,65831,collision,83,-0.0288
400,rl,65861,collision,30,-0.1216
401,rl,65880,success,19,0.6224
402,rl,65925,too_close,45,0.3138
403,rl,66005,too_close,80,0.1248
404,rl,66037,too_close,32,0.3553
405,rl,66098,success,61,0.2059
406,rl,66141,collision,43,-0.0827
407,rl,66167,collision,26,-0.1294
408,rl,66203,success,36,0.3978
409,rl,66238,too_close,35,0.2679
410,rl,66270,too_close,32,0.4264
411,rl,66282,collision,12,-0.1878
412,rl,66310,too_close,28,0.4911
413,rl,66352,collision,42,-0.0849
414,rl,66397,too_close,45,0.3105
415,rl,66413,too_close,16,0.6629
416,rl,66513,timeout,100,-0.0039
417,rl,66557,too_close,44,0.2965
418,rl,66587,too_close,30,0.4138
419,rl,66609,too_close,22,0.542
420,rl,66628,collision,19,-0.1924
421,rl,66662,success,34,0.4193
422,rl,66678,success,16,0.6736
423,rl,66708,too_close,30,0.4411
424,rl,66749,too_close,41,0.3295
425,rl,66771,collision,22,-0.1438
426,rl,66866,too_close,95,0.0331
427,rl,66896,success,30,0.4659
428,rl,66900,collision,4,-0.231
429,rl,66911,success,11,0.7684
430,rl,66938,collision,27,-0.126
431,rl,66942,collision,4,-0.2461
432,rl,66952,success,10,0.7889
433,rl,66961,collision,9,-0.2025
434,rl,66994,success,33,0.4305
435,rl,67063,collision,69,-0.1108
436,rl,67068,success,5,0.9
437,rl,67077,too_close,9,0.8086
438,rl,67131,success,54,0.2476
439,rl,67168,too_close,37,0.3331
440,rl,67190,too_close,22,0.5478
441,rl,67199,success,9,0.81
442,rl,67224,too_close,25,0.4796
443,rl,67252,success,28,0.4911
444,rl,67270,success,18,0.639
445,rl,67283,success,13,0.729
446,rl,67323,collision,40,-0.0895
447,rl,67347,too_close,24,0.5222
448,rl,67368,collision,21,-0.1476
449,rl,67391,too_close,23,0.5568
450,rl,67432,collision,41,-0.0874
451,rl,67442,success,10,0.7889
452,rl,67497,too_close,55,0.1268
453,rl,67523,too_close,26,0.4709
454,rl,67542,success,19,0.6224
455,rl,67559,collision,17,-0.164
456,rl,67583,success,24,0.5456
457,rl,67601,too_close,18,0.6324
458,rl,67654,success,53,0.2542
459,rl,67670,too_close,16,0.6467
460,rl,67696,too_close,26,0.4869
461,rl,67731,too_close,35,0.3762
462,rl,67757,too_close,26,0.5141
463,rl,67847,too_close,90,0.0893
464,rl,67896,too_close,49,0.2498
465,rl,67915,too_close,19,0.6224
466,rl,67930,too_close,15,0.6916
467,rl,67937,success,7,0.8538
468,rl,67965,success,28,0.4911
469,rl,67989,success,24,0.5456
470,rl,68007,collision,18,-0.1598
471,rl,68041,too_close,34,0.4193
472,rl,68054,collision,13,-0.1823
473,rl,68062,success,8,0.8316
474,rl,68102,too_close,40,0.3539
475,rl,68119,too_close,17,0.5848
476,rl,68145,too_close,26,0.506
477,rl,68152,success,7,0.8538
478,rl,68170,success,18,0.639
479,rl,68211,success,41,0.3487
480,rl,68255,success,44,0.3222
481,rl,68273,collision,18,-0.1598
482,rl,68289,success,16,0.6736
483,rl,68330,success,41,0.3487
484,rl,68369,too_close,39,0.3637
485,rl,68398,too_close,29,0.4783
486,rl,68407,success,9,0.81
487,rl,68448,collision,41,-0.0872
488,rl,68470,success,22,0.5751
489,rl,68486,collision,16,-0.1684
490,rl,68509,success,23,0.5602
491,rl,68536,success,27,0.5042
492,rl,68554,collision,18,-0.1598
493,rl,68588,success,34,0.4193
494,rl,68602,success,14,0.71
495,rl,68636,success,34,0.4193
496,rl,68648,success,12,0.7485
497,rl,68663,too_close,15,0.6876
498,rl,68692,too_close,29,0.4539
499,rl,68699,success,7,0.8538
500,rl,68707,collision,8,-0.2079
501,rl,68722,too_close,15,0.6802
502,rl,68753,too_close,31,0.4518
503,rl,68805,collision,52,-0.0652
504,rl,68830,too_close,25,0.5305
505,rl,68852,success,22,0.5751
506,rl,68866,success,14,0.71
507,rl,68915,too_close,49,0.2824
508,rl,68922,collision,7,-0.2135
509,rl,68951,too_close,29,0.4591
510,rl,68968,too_close,17,0.6561
511,rl,68969,collision,1,-0.25
512,rl,68979,success,10,0.7889
513,rl,69064,too_close,85,0.0934
514,rl,69082,too_close,18,0.639
515,rl,69093,too_close,11,0.7396
516,rl,69112,success,19,0.6224
517,rl,69125,success,13,0.729
518,rl,69143,collision,18,-0.1598
519,rl,69192,too_close,49,0.2507
520,rl,69198,collision,6,-0.2192
521,rl,69255,too_close,57,0.2136
522,rl,69268,success,13,0.729
523,rl,69283,collision,15,-0.1729
524,rl,69289,success,6,0.8766
525,rl,69319,success,30,0.4659
526,rl,69345,success,26,0.5176
527,rl,69367,success,22,0.5751
528,rl,69391,too_close,24,0.5456
529,rl,69412,success,21,0.5905
530,rl,69426,collision,14,-0.1775
531,rl,69432,collision,6,-0.2192
532,rl,69454,success,22,0.5751
533,rl,69506,too_close,52,0.247
534,rl,69514,collision,8,-0.2138
535,rl,69527,success,13,0.729
536,rl,69578,too_close,51,0.2453
537,rl,69597,success,19,0.6224
538,rl,69611,too_close,14,-0.1945
539,rl,69616,success,5,0.9
540,rl,69650,too_close,34,0.3306
541,rl,69675,too_close,25,0.5312
542,rl,69692,too_close,17,0.6499
543,rl,69753,too_close,61,0.2059
544,rl,69801,collision,48,-0.0725
545,rl,69835,too_close,34,0.4057
546,rl,69880,collision,45,-0.1045
547,rl,69895,success,15,0.6916
548,rl,69913,success,18,0.639
549,rl,69940,success,27,0.5042
550,rl,69970,too_close,30,0.4544
551,rl,69997,success,27,0.5042
552,rl,70010,collision,13,-0.2135
553,rl,70020,collision,10,-0.2102
554,rl,70073,too_close,53,0.2462
555,rl,70093,collision,20,-0.16
556,rl,70099,success,6,0.8766
557,rl,70109,success,10,0.7889
558,rl,70188,too_close,79,0.1282
559,rl,70204,collision,16,-0.1684
560,rl,70242,success,38,0.3773
561,rl,70251,success,9,0.81
562,rl,70277,success,26,0.5176
563,rl,70337,too_close,60,0.2036
564,rl,70363,too_close,26,0.4913
565,rl,70370,collision,7,-0.2135
566,rl,70419,too_close,49,0.269
567,rl,70468,success,49,0.2824
568,rl,70516,too_close,48,0.2491
569,rl,70541,too_close,25,0.5106
570,rl,70559,collision,18,-0.1598
571,rl,70576,too_close,17,0.6545
572,rl,70596,too_close,20,0.5942
573,rl,70616,too_close,20,0.5817
574,rl,70638,too_close,22,0.5751
575,rl,70675,success,37,0.3874
576,rl,70697,success,22,0.5751
577,rl,70741,too_close,44,0.3222
578,rl,70788,success,47,0.2977
579,rl,70795,success,7,0.8538
580,rl,70826,success,31,0.4538
581,rl,70844,collision,18,-0.1598
582,rl,70854,too_close,10,0.7794
583,rl,70863,success,9,0.81
584,rl,70878,success,15,0.6916
585,rl,70898,success,20,0.6063
586,rl,70916,too_close,18,0.6341
587,rl,70923,collision,7,-0.2135
588,rl,70929,collision,6,-0.2192
589,rl,70941,success,12,0.7485
590,rl,70951,success,10,0.7889
591,rl,70962,success,11,0.7684
592,rl,70972,collision,10,-0.1972
593,rl,70991,collision,19,-0.1556
594,rl,71015,success,24,0.5456
595,rl,71025,too_close,10,0.7764
596,rl,71031,success,6,0.8766
597,rl,71062,too_close,31,0.4075
598,rl,71152,too_close,90,0.0884
599,rl,71198,too_close,46,0.3057
600,rl,71210,success,12,0.7485
601,rl,71224,success,14,0.71
602,rl,71277,collision,53,-0.0671
603,rl,71344,success,67,0.1758
604,rl,71360,too_close,16,0.6061
605,rl,71368,success,8,0.8316
606,rl,71385,success,17,0.6561
607,rl,71401,too_close,16,0.6295
608,rl,71427,success,26,0.5176
609,rl,71454,too_close,27,0.4962
610,rl,71471,success,17,0.6561
611,rl,71479,success,8,0.8316
612,rl,71506,too_close,27,0.5037
613,rl,71535,success,29,0.4783
614,rl,71547,success,12,0.7485
615,rl,71553,collision,6,-0.2192
616,rl,71557,collision,4,-0.231
617,rl,71564,success,7,0.8538
618,rl,71577,collision,13,-0.1823
619,rl,71624,too_close,47,0.2977
620,rl,71656,success,32,0.442
621,rl,71664,success,8,0.8316
622,rl,71703,collision,39,-0.0919
623,rl,71719,too_close,16,0.6665
624,rl,71750,too_close,31,0.4538
625,rl,71850,timeout,100,-0.0279
626,rl,71871,too_close,21,0.5905
627,rl,71880,success,9,0.81
628,rl,71890,success,10,0.7889
629,rl,71912,too_close,22,0.5121
630,rl,71917,collision,5,-0.225
631,rl,71935,too_close,18,0.639
632,rl,71937,success,2,0.974
633,rl,71943,collision,6,-0.2647
634,rl,71959,collision,16,-0.1697
635,rl,71978,too_close,19,0.6143
636,rl,71984,success,6,0.8766
637,rl,72019,collision,35,-0.1021
638,rl,72060,collision,41,-0.0872
639,rl,72064,success,4,0.924
640,rl,72093,success,29,0.4783
641,rl,72193,timeout,100,-0.0444
642,rl,72208,collision,15,-0.1729
643,rl,72215,collision,7,-0.2135
644,rl,72237,collision,22,-0.1438
645,rl,72277,too_close,40,0.358
646,rl,72307,too_close,30,0.4659
647,rl,72330,too_close,23,0.5404
648,rl,72358,success,28,0.4911
649,rl,72387,success,29,0.4783
650,rl,72396,success,9,0.81
651,rl,72441,too_close,45,0.3136
652,rl,72452,success,11,0.7684
653,rl,72465,too_close,13,0.6964
654,rl,72484,success,19,0.599
655,rl,72539,too_close,55,0.2411
656,rl,72550,too_close,11,0.7332
657,rl,72573,too_close,23,0.5515
658,rl,72589,success,16,0.6736
659,rl,72598,success,9,0.81
660,rl,72686,collision,88,-0.0253
661,rl,72708,success,22,0.5751
662,rl,72740,success,32,0.442
663,rl,72768,collision,28,-0.1925
664,rl,72782,success,14,0.71
665,rl,72829,too_close,47,0.2977
666,rl,72872,success,43,0.3308
667,rl,72876,success,4,0.924
668,rl,72880,success,4,0.924
669,rl,72897,success,17,0.6561
670,rl,72913,collision,16,-0.1684
671,rl,72944,too_close,31,0.4538
672,rl,72971,success,27,0.5042
673,rl,73007,success,36,0.3978
674,rl,73014,collision,7,-0.2348
675,rl,73059,success,45,0.3138
676,rl,73079,too_close,20,0.5937
677,rl,73083,success,4,0.924
678,rl,73091,success,8,0.8082
679,rl,73121,success,30,0.4659
680,rl,73137,collision,16,-0.1684
681,rl,73161,too_close,24,0.5379
682,rl,73195,too_close,34,0.3888
683,rl,73226,success,31,0.4538
684,rl,73250,collision,24,-0.1837
685,rl,73286,success,36,0.3978
686,rl,73297,success,11,0.7684
687,rl,73321,too_close,24,0.5012
688,rl,73324,success,3,0.9487
689,rl,73363,success,39,0.3675
690,rl,73368,collision,5,-0.225
691,rl,73409,success,41,0.3487
692,rl,73444,too_close,35,0.3031
693,rl,73474,success,30,0.4648
694,rl,73507,too_close,33,0.4305
695,rl,73551,collision,44,-0.0922
696,rl,73571,collision,20,-0.1523
697,rl,73654,too_close,83,0.1153
698,rl,73693,too_close,39,0.3462
699,rl,73704,collision,11,-0.1921
700,rl,73708,collision,4,-0.231
701,rl,73741,success,33,0.4305
702,rl,73763,success,22,0.5751
703,rl,73791,too_close,28,0.4911
704,rl,73807,too_close,16,0.639
705,rl,73814,collision,7,-0.2135
706,rl,73835,success,21,0.5905
707,rl,73861,success,26,0.5176
708,rl,73881,success,20,0.6063
709,rl,73937,too_close,56,0.2342
710,rl,73984,collision,47,-0.142
711,rl,74020,too_close,36,0.3711
712,rl,74047,too_close,27,0.4819
713,rl,74050,success,3,0.9487
714,rl,74073,collision,23,-0.14
715,rl,74075,success,2,0.974
716,rl,74106,too_close,31,0.4538
717,rl,74139,success,33,0.4305
718,rl,74151,collision,12,-0.1871
719,rl,74165,too_close,14,0.71
720,rl,74177,collision,12,-0.1871
721,rl,74215,success,38,0.3773
722,rl,74244,success,29,0.4783
723,rl,74278,collision,34,-0.1048
724,rl,74307,success,29,0.4783
725,rl,74350,too_close,43,0.2572
726,rl,74364,success,14,0.71
727,rl,74379,success,15,0.6916
728,rl,74407,success,28,0.4911
729,rl,74427,collision,20,-0.1516
730,rl,74476,too_close,49,0.2759
731,rl,74522,too_close,46,0.2982
732,rl,74555,collision,33,-0.1076
733,rl,74567,success,12,0.7485
734,rl,74579,collision,12,-0.2166
735,rl,74599,too_close,20,0.6063
736,rl,74615,too_close,16,0.6653
737,rl,74627,too_close,12,0.7456
738,rl,74636,collision,9,-0.2025
739,rl,74656,success,20,0.6063
740,rl,74665,success,9,0.81
741,rl,74690,success,25,0.5314
742,rl,74713,too_close,23,0.5268
743,rl,74727,success,14,0.71
744,rl,74734,success,7,0.8538
745,rl,74765,too_close,31,0.4307
746,rl,74775,collision,10,-0.2141
747,rl,74803,success,28,0.4911
748,rl,74830,collision,27,-0.126
749,rl,74870,success,40,0.358
750,rl,74896,success,26,0.5176
751,rl,74907,success,11,0.7684
752,rl,74945,success,38,0.3773
753,rl,74958,success,13,0.729
754,rl,74986,too_close,28,0.4522
755,rl,75012,too_close,26,0.5176
756,rl,75027,success,15,0.6916
757,rl,75047,too_close,20,0.5692
758,rl,75074,collision,27,-0.126
759,rl,75155,too_close,81,0.1108
760,rl,75160,success,5,0.9
761,rl,75185,success,25,0.5314
762,rl,75220,too_close,35,0.4084
763,rl,75244,too_close,24,0.5456
764,rl,75275,collision,31,-0.1216
765,rl,75287,too_close,12,0.7154
766,rl,75320,too_close,33,0.4018
767,rl,75334,success,14,0.71
768,rl,75355,success,21,0.5905
769,rl,75364,success,9,0.81
770,rl,75373,collision,9,-0.2025
771,rl,75395,too_close,22,0.5421
772,rl,75402,success,7,0.8538
773,rl,75429,success,27,0.5042
774,rl,75441,success,12,0.7485
775,rl,75447,success,6,0.8766
776,rl,75462,collision,15,-0.1729
777,rl,75498,too_close,36,0.3772
778,rl,75531,too_close,33,0.4199
779,rl,75570,too_close,39,0.3675
780,rl,75586,too_close,16,-0.1755
781,rl,75626,too_close,40,0.3241
782,rl,75651,too_close,25,0.5314
783,rl,75672,too_close,21,0.5889
784,rl,75680,too_close,8,0.8288
785,rl,75722,too_close,42,0.3396
786,rl,75735,success,13,0.7132
787,rl,75753,collision,18,-0.1862
788,rl,75790,too_close,37,0.3874
789,rl,75800,success,10,0.7889
790,rl,75813,success,13,0.729
791,rl,75884,collision,71,-0.0396
792,rl,75919,too_close,35,0.4084
793,rl,75930,success,11,0.7684
794,rl,75939,collision,9,-0.2225
795,rl,75970,success,31,0.4538
796,rl,75979,collision,9,-0.2035
797,rl,75992,collision,13,-0.1823
798,rl,76012,success,20,0.6063
799,rl,76023,success,11,0.7684
800,rl,76055,too_close,32,0.4388
801,rl,76082,success,27,0.5042
802,rl,76101,too_close,19,0.6094
803,rl,76107,collision,6,-0.2192
804,rl,76123,success,16,0.6736
805,rl,76174,too_close,51,0.2575
806,rl,76190,collision,16,-0.1684
807,rl,76211,too_close,21,0.5802
808,rl,76234,collision,23,-0.14
809,rl,76248,too_close,14,0.7069
810,rl,76271,success,23,0.5602
811,rl,76283,collision,12,-0.1914
812,rl,76304,collision,21,-0.1476
813,rl,76328,success,24,0.5456
814,rl,76357,success,29,0.4783
815,rl,76382,collision,25,-0.1891
816,rl,76425,too_close,43,0.2859
817,rl,76463,success,38,0.3773
818,rl,76518,success,55,0.2411
819,rl,76573,too_close,55,0.2332
820,rl,76615,too_close,42,0.3121
821,rl,76636,collision,21,-0.1476
822,rl,76713,too_close,77,0.1331
823,rl,76781,too_close,68,0.1328
824,rl,76810,too_close,29,0.4783
825,rl,76859,too_close,49,0.2545
826,rl,76866,success,7,0.8538
827,rl,76896,too_close,30,0.4589
828,rl,76905,collision,9,-0.2025
829,rl,76925,too_close,20,0.6034
830,rl,76932,success,7,0.8416
831,rl,76955,success,23,0.5602
832,rl,76994,too_close,39,0.3675
833,rl,77006,success,12,0.7485
834,rl,77023,collision,17,-0.24
835,rl,77052,collision,29,-0.1196
836,rl,77070,collision,18,-0.1637
837,rl,77144,too_close,74,0.1403
838,rl,77169,success,25,0.5314
839,rl,77182,success,13,0.729
840,rl,77207,success,25,0.5314
841,rl,77229,success,22,0.5751
842,rl,77250,too_close,21,0.5905
843,rl,77263,success,13,0.729
844,rl,77284,success,21,0.5905
845,rl,77317,too_close,33,0.4305
846,rl,77329,collision,12,-0.2322
847,rl,77356,too_close,27,0.4992
848,rl,77391,too_close,35,0.3888
849,rl,77408,collision,17,-0.164
850,rl,77441,success,33,0.4305
851,rl,77457,collision,16,-0.1821
852,rl,77478,collision,21,-0.1476
853,rl,77498,success,20,0.6063
854,rl,77557,too_close,59,0.2129
855,rl,77585,too_close,28,0.4911
856,rl,77647,too_close,62,0.2005
857,rl,77693,too_close,46,0.3028
858,rl,77750,too_close,57,0.2288
859,rl,77770,success,20,0.6063
860,rl,77786,collision,16,-0.1684
861,rl,77834,success,48,0.29
862,rl,77847,too_close,13,0.719
863,rl,77864,success,17,0.6561
864,rl,77895,success,31,0.4538
865,rl,77913,too_close,18,0.639
866,rl,77914,collision,1,-0.25
867,rl,77922,success,8,0.8286
868,rl,77937,success,15,0.6916
869,rl,77956,success,19,0.6224
870,rl,77970,too_close,14,0.6944
871,rl,78001,too_close,31,0.4471
872,rl,78027,too_close,26,0.4749
873,rl,78053,too_close,26,0.501
874,rl,78068,success,15,0.6916
875,rl,78075,success,7,0.8538
876,rl,78095,success,20,0.6063
877,rl,78136,collision,41,-0.099
878,rl,78159,collision,23,-0.14
879,rl,78193,too_close,34,0.4193
880,rl,78207,success,14,0.71
881,rl,78212,success,5,0.9
882,rl,78248,too_close,36,0.3978
883,rl,78249,collision,1,-0.25
884,rl,78269,collision,20,-0.1516
885,rl,78335,too_close,66,0.1724
886,rl,78346,success,11,0.7649
887,rl,78380,success,34,0.4193
888,rl,78405,success,25,0.5314
889,rl,78416,too_close,11,0.7684
890,rl,78446,success,30,0.4659
891,rl,78482,too_close,36,0.3824
892,rl,78503,too_close,21,0.5904
893,rl,78523,success,20,0.6063
894,rl,78548,too_close,25,0.5164
895,rl,78574,too_close,26,0.4675
896,rl,78588,success,14,0.71
897,rl,78625,too_close,37,0.3684
898,rl,78646,too_close,21,0.5672
899,rl,78680,success,34,0.4193
900,rl,78687,success,7,0.8538
901,rl,78693,success,6,0.8766
902,rl,78696,success,3,0.9487
903,rl,78734,too_close,38,0.3194
904,rl,78749,success,15,0.6916
905,rl,78783,success,34,0.4193
906,rl,78871,too_close,88,0.1011
907,rl,78887,too_close,16,0.6736
908,rl,78912,too_close,25,0.5314
909,rl,78947,collision,35,-0.1089
910,rl,78985,success,38,0.3773
911,rl,78991,too_close,6,0.8766
912,rl,79019,too_close,28,0.4883
913,rl,79030,collision,11,-0.1921
914,rl,79084,collision,54,-0.1254
915,rl,79123,collision,39,-0.1084
916,rl,79135,success,12,0.7485
917,rl,79141,success,6,0.8766
918,rl,79172,too_close,31,0.4538
919,rl,79212,too_close,40,0.3555
920,rl,79244,too_close,32,0.4385
921,rl,79262,success,18,0.639
922,rl,79291,too_close,29,0.4496
923,rl,79306,success,15,0.6916
924,rl,79366,too_close,60,0.2086
925,rl,79367,collision,1,-0.25
926,rl,79384,success,17,0.6561
927,rl,79410,success,26,0.5176
928,rl,79442,too_close,32,0.4292
929,rl,79485,success,43,0.3308
930,rl,79490,collision,5,-0.225
931,rl,79578,too_close,88,0.0933
932,rl,79636,too_close,58,0.2011
933,rl,79653,success,17,0.6561
934,rl,79665,success,12,0.7485
935,rl,79671,success,6,0.8766
936,rl,79699,success,28,0.4911
937,rl,79766,too_close,67,0.1724
938,rl,79814,success,48,0.29
939,rl,79825,success,11,0.7684
940,rl,79830,collision,5,-0.225
941,rl,79844,collision,14,-0.1945
942,rl,79868,success,24,0.5456
943,rl,79901,too_close,33,0.426
944,rl,79918,too_close,17,0.6474
945,rl,79956,too_close,38,0.3635
946,rl,79984,success,28,0.4911
947,rl,79991,success,7,0.8538
948,rl,80006,collision,15,-0.1729
949,rl,80016,success,10,0.7889
950,rl,80034,collision,18,-0.175
951,rl,80046,success,12,0.7485
952,rl,80079,too_close,33,0.4248
953,rl,80100,success,21,0.5905
954,rl,80105,collision,5,-0.2551
955,rl,80147,too_close,42,0.3347
956,rl,80176,too_close,29,0.4783
957,rl,80198,success,22,0.5751
958,rl,80224,success,26,0.5176
959,rl,80268,too_close,44,0.3141
960,rl,80304,too_close,36,0.3802
961,rl,80331,success,27,0.5042
962,rl,80337,success,6,0.8766
963,rl,80354,success,17,0.6561
964,rl,80392,too_close,38,0.3547
965,rl,80423,collision,31,-0.145
966,rl,80443,success,20,0.6063
967,rl,80465,too_close,22,0.5751
968,rl,80491,too_close,26,0.5176
969,rl,80512,success,21,0.5905
970,rl,80538,collision,26,-0.1947
971,rl,80560,too_close,22,0.5751
972,rl,80564,success,4,0.924
973,rl,80589,too_close,25,0.5314
974,rl,80620,too_close,31,0.4538
975,rl,80643,success,23,0.5602
976,rl,80665,too_close,22,0.5424
977,rl,80735,too_close,70,0.1624
978,rl,80743,success,8,0.8316
979,rl,80783,too_close,40,0.3422
980,rl,80800,success,17,0.6561
981,rl,80822,too_close,22,0.5497
982,rl,80849,success,27,0.5042
983,rl,80869,success,20,0.6063
984,rl,80873,collision,4,-0.231
985,rl,80896,too_close,23,0.5576
986,rl,80950,success,54,0.2469
987,rl,80960,success,10,0.7889
988,rl,80994,collision,34,-0.1153
989,rl,81013,success,19,0.6224
990,rl,81041,collision,28,-0.1383
991,rl,81052,success,11,0.7684
992,rl,81090,too_close,38,0.3681
993,rl,81150,too_close,60,0.1655
994,rl,81158,success,8,0.8316
995,rl,81183,too_close,25,0.4913
996,rl,81226,too_close,43,0.2953
997,rl,81254,success,28,0.4911
998,rl,81268,success,14,0.71
999,rl,81290,too_close,22,0.5751
1000,rl,81348,success,58,0.2228
1001,rl,81422,success,74,0.1462
1002,rl,81440,too_close,18,0.5961
1003,rl,81480,success,40,0.358
1004,rl,81514,collision,34,-0.1213
1005,rl,81540,too_close,26,0.445
1006,rl,81562,success,22,0.5751
1007,rl,81588,success,26,0.5176
1008,rl,81609,collision,21,-0.1598
1009,rl,81618,success,9,0.81
1010,rl,81638,success,20,0.6063
1011,rl,81682,success,44,0.3222
1012,rl,81701,too_close,19,0.6142
1013,rl,81714,collision,13,-0.1834
1014,rl,81757,too_close,43,0.2497
1015,rl,81789,too_close,32,0.4134
1016,rl,81798,too_close,9,0.7945
1017,rl,81827,success,29,0.4783
1018,rl,81853,too_close,26,0.473
1019,rl,81917,collision,64,-0.0476
1020,rl,81928,collision,11,-0.1921
1021,rl,81960,too_close,32,0.442
1022,rl,81973,too_close,13,0.6812
1023,rl,81988,success,15,0.6916
1024,rl,82079,too_close,91,0.0774
1025,rl,82086,success,7,0.8538
1026,rl,82099,collision,13,-0.1823
1027,rl,82141,too_close,42,0.3128
1028,rl,82147,collision,6,-0.2232
1029,rl,82181,success,34,0.4193
1030,rl,82233,collision,52,-0.1001
1031,rl,82271,success,38,0.3773
1032,rl,82280,success,9,0.81
1033,rl,82295,success,15,0.6916
1034,rl,82315,success,20,0.6063
1035,rl,82338,success,23,0.5602
1036,rl,82370,too_close,32,0.4387
1037,rl,82380,success,10,0.7889
1038,rl,82394,success,14,0.71
1039,rl,82430,success,36,0.3978
1040,rl,82461,too_close,31,0.395
1041,rl,82469,too_close,8,0.8316
1042,rl,82516,success,47,0.2977
1043,rl,82535,too_close,19,0.6018
1044,rl,82605,too_close,70,0.144
1045,rl,82622,too_close,17,0.518
1046,rl,82635,success,13,0.729
1047,rl,82650,success,15,0.6916
1048,rl,82663,collision,13,-0.1823
1049,rl,82667,success,4,0.924
1050,rl,82691,too_close,24,0.5456
1051,rl,82708,success,17,0.6561
1052,rl,82729,too_close,21,0.5905
1053,rl,82748,too_close,19,0.6224
1054,rl,82753,success,5,0.9
1055,rl,82779,success,26,0.5176
1056,rl,82796,too_close,17,0.6176
1057,rl,82802,success,6,0.8766
1058,rl,82825,too_close,23,0.5147
1059,rl,82839,success,14,0.71
1060,rl,82859,success,20,0.6063
1061,rl,82876,success,17,0.6561
1062,rl,82885,success,9,0.81
1063,rl,82902,too_close,17,0.647
1064,rl,82934,too_close,32,0.4132
1065,rl,82961,too_close,27,0.4986
1066,rl,82978,success,17,0.6561
1067,rl,83012,collision,34,-0.1048
1068,rl,83019,too_close,7,0.8538
1069,rl,83072,too_close,53,0.2387
1070,rl,83084,success,12,0.7485
1071,rl,83109,success,25,0.5314
1072,rl,83115,success,6,0.8766
1073,rl,83123,too_close,8,0.8292
1074,rl,83154,success,31,0.4538
1075,rl,83162,collision,8,-0.2112
1076,rl,83197,collision,35,-0.1028
