episode,phase,total_steps,outcome,length,discounted_return
7594,rl,237486,success,50,0.2751
7595,rl,237516,success,30,0.4659
7596,rl,237548,success,32,0.442
7597,rl,237588,too_close,40,0.3249
7598,rl,237594,success,6,0.8766
7599,rl,237611,success,17,0.6561
7600,rl,237635,collision,24,-0.1705
7601,rl,237644,collision,9,-0.2105
7602,rl,237658,collision,14,-0.2066
7603,rl,237669,success,11,0.7684
7604,rl,237678,success,9,0.81
7605,rl,237684,success,6,0.8766
7606,rl,237723,too_close,39,0.3495
7607,rl,237749,success,26,0.5176
7608,rl,237761,success,12,0.7485
7609,rl,237778,collision,17,-0.2349
7610,rl,237826,too_close,48,0.2829
7611,rl,237838,collision,12,-0.1968
7612,rl,237847,collision,9,-0.2139
7613,rl,237879,too_close,32,0.4243
7614,rl,237894,success,15,0.6916
7615,rl,237905,too_close,11,0.7553
7616,rl,237911,collision,6,-0.2192
7617,rl,237953,success,42,0.3396
7618,rl,237967,success,14,0.71
7619,rl,238007,too_close,40,0.358
7620,rl,238023,too_close,16,0.6736
7621,rl,238038,success,15,0.6916
7622,rl,238054,too_close,16,0.6636
7623,rl,238079,too_close,25,0.5314
7624,rl,238105,success,26,0.5176
7625,rl,238110,success,5,0.9
7626,rl,238183,success,73,0.1501
7627,rl,238217,too_close,34,0.4193
7628,rl,238226,success,9,0.81
7629,rl,238239,success,13,0.729
7630,rl,238241,success,2,0.974
7631,rl,238246,too_close,5,0.8922
7632,rl,238251,success,5,0.9
7633,rl,238287,too_close,36,0.3743
7634,rl,238308,too_close,21,0.5905
7635,rl,238314,success,6,0.8766
7636,rl,238321,success,7,0.8538
7637,rl,238343,too_close,22,0.5751
7638,rl,238377,success,34,0.4193
7639,rl,238402,success,25,0.5314
7640,rl,238445,too_close,43,0.3199
7641,rl,238476,too_close,31,0.3954
7642,rl,238483,success,7,0.8538
7643,rl,238513,success,30,0.4659
7644,rl,238540,success,27,0.5042
7645,rl,238544,success,4,0.924
7646,rl,238551,too_close,7,0.8355
7647,rl,238562,success,11,0.7684
7648,rl,238598,too_close,36,0.3877
7649,rl,238634,too_close,36,0.3927
7650,rl,238648,too_close,14,0.684
7651,rl,238662,success,14,0.71
7652,rl,238685,success,23,0.5602
7653,rl,238702,success,17,0.6561
7654,rl,238720,success,18,0.639
7655,rl,238725,success,5,0.9
7656,rl,238729,success,4,0.924
7657,rl,238752,success,23,0.5602
7658,rl,238774,too_close,22,0.5751
7659,rl,238799,too_close,25,0.5314
7660,rl,238805,success,6,0.8766
7661,rl,238824,too_close,19,0.6224
7662,rl,238845,success,21,0.5905
7663,rl,238874,success,29,0.4783
7664,rl,238894,too_close,20,0.6063
7665,rl,238902,success,8,0.8316
7666,rl,238924,too_close,22,0.5751
7667,rl,238942,too_close,18,0.639
7668,rl,238948,collision,6,-0.2557
7669,rl,238976,success,28,0.4911
7670,rl,239005,too_close,29,0.4783
7671,rl,239035,success,30,0.4659
7672,rl,239059,too_close,24,0.4955
7673,rl,239076,success,17,0.6561
7674,rl,239077,collision,1,-0.25
7675,rl,239112,too_close,35,0.4058
7676,rl,239132,too_close,20,0.6002
7677,rl,239148,success,16,0.6736
7678,rl,239185,too_close,37,0.3874
7679,rl,239212,too_close,27,0.5039
7680,rl,239228,collision,16,-0.1711
7681,rl,239243,collision,15,-0.2123
7682,rl,239256,too_close,13,0.729
7683,rl,239277,too_close,21,0.5905
7684,rl,239288,success,11,0.7684
7685,rl,239292,success,4,0.924
7686,rl,239302,success,10,0.7889
7687,rl,239329,too_close,27,0.4629
7688,rl,239346,success,17,0.6561
7689,rl,239378,too_close,32,0.4257
7690,rl,239415,too_close,37,0.3874
7691,rl,239456,too_close,41,0.2936
7692,rl,239481,collision,25,-0.1879
7693,rl,239492,success,11,0.7684
7694,rl,239510,too_close,18,0.5784
7695,rl,239525,success,15,0.6916
7696,rl,239558,too_close,33,0.3923
7697,rl,239568,success,10,0.7889
7698,rl,239594,success,26,0.5176
7699,rl,239602,success,8,0.8316
7700,rl,239632,success,30,0.4659
7701,rl,239656,success,24,0.5456
7702,rl,239674,collision,18,-0.181
7703,rl,239699,too_close,25,0.5262
7704,rl,239728,too_close,29,0.4783
7705,rl,239750,too_close,22,0.5751
7706,rl,239773,success,23,0.5602
7707,rl,239778,success,5,0.9
7708,rl,239799,success,21,0.5905
7709,rl,239804,success,5,0.9
7710,rl,239833,collision,29,-0.1316
7711,rl,239842,collision,9,-0.2154
7712,rl,239853,success,11,0.7684
7713,rl,239887,too_close,34,0.4184
7714,rl,239930,too_close,43,0.3038
7715,rl,239964,too_close,34,0.3817
7716,rl,240004,too_close,40,0.3119
7717,rl,240049,too_close,45,0.2602
7718,rl,240068,success,19,0.6224
7719,rl,240117,too_close,49,0.2787
7720,rl,240136,success,19,0.6224
7721,rl,240146,success,10,0.7889
7722,rl,240157,too_close,11,0.7656
7723,rl,240165,success,8,0.8316
7724,rl,240166,collision,1,-0.25
7725,rl,240169,collision,3,-0.2539
7726,rl,240183,success,14,0.71
7727,rl,240197,success,14,0.71
7728,rl,240229,success,32,0.442
7729,rl,240258,too_close,29,0.4781
7730,rl,240267,success,9,0.81
7731,rl,240289,too_close,22,0.572
7732,rl,240298,success,9,0.81
7733,rl,240319,too_close,21,0.5905
7734,rl,240349,too_close,30,0.4517
7735,rl,240394,too_close,45,0.2818
7736,rl,240443,too_close,49,0.2824
7737,rl,240476,too_close,33,0.4305
7738,rl,240489,success,13,0.729
7739,rl,240512,success,23,0.5602
7740,rl,240542,success,30,0.4659
7741,rl,240579,collision,37,-0.1075
7742,rl,240600,success,21,0.5905
7743,rl,240637,too_close,37,0.3601
7744,rl,240649,success,12,0.7485
7745,rl,240656,success,7,0.8538
7746,rl,240674,success,18,0.639
7747,rl,240696,success,22,0.5751
7748,rl,240712,collision,16,-0.1856
7749,rl,240730,too_close,18,0.639
7750,rl,240767,too_close,37,0.3567
7751,rl,240792,too_close,25,0.5314
7752,rl,240817,too_close,25,0.5314
7753,rl,240836,too_close,19,0.6133
7754,rl,240883,success,47,0.2977
7755,rl,240902,success,19,0.6224
7756,rl,240939,too_close,37,0.3577
7757,rl,240953,too_close,14,0.6958
7758,rl,240967,success,14,0.71
7759,rl,241019,success,52,0.261
7760,rl,241045,too_close,26,0.5143
7761,rl,241072,too_close,27,0.4826
7762,rl,241094,collision,22,-0.1438
7763,rl,241106,success,12,0.7485
7764,rl,241140,too_close,34,0.4193
7765,rl,241145,too_close,5,0.8765
7766,rl,241152,success,7,0.8538
7767,rl,241174,too_close,22,0.5751
7768,rl,241195,success,21,0.5905
7769,rl,241222,too_close,27,0.5042
7770,rl,241228,success,6,0.8766
7771,rl,241258,too_close,30,0.3999
7772,rl,241271,success,13,0.729
7773,rl,241287,success,16,0.6736
7774,rl,241293,success,6,0.8766
7775,rl,241298,collision,5,-0.225
7776,rl,241324,success,26,0.5176
7777,rl,241359,success,35,0.4084
7778,rl,241391,too_close,32,0.442
7779,rl,241410,too_close,19,0.6224
7780,rl,241425,too_close,15,0.6916
7781,rl,241456,too_close,31,0.4538
7782,rl,241475,too_close,19,0.6224
7783,rl,241503,too_close,28,0.4615
7784,rl,241543,collision,40,-0.125
7785,rl,241577,too_close,34,0.4018
7786,rl,241590,success,13,0.729
7787,rl,241616,success,26,0.5176
7788,rl,241642,too_close,26,0.5176
7789,rl,241650,collision,8,-0.2081
7790,rl,241671,too_close,21,0.5905
7791,rl,241689,success,18,0.639
7792,rl,241715,success,26,0.5176
7793,rl,241721,success,6,0.8766
7794,rl,241735,success,14,0.71
7795,rl,241763,too_close,28,0.4407
7796,rl,241771,success,8,0.8316
7797,rl,241803,success,32,0.442
7798,rl,241853,collision,50,-0.0989
7799,rl,241879,success,26,0.5176
7800,rl,241900,too_close,21,0.5905
7801,rl,241926,too_close,26,0.5176
7802,rl,241959,success,33,0.4305
7803,rl,241996,too_close,37,0.3874
7804,rl,242020,too_close,24,0.5299
7805,rl,242029,success,9,0.81
7806,rl,242065,success,36,0.3978
7807,rl,242087,success,22,0.5751
7808,rl,242117,too_close,30,0.4659
7809,rl,242128,success,11,0.7684
7810,rl,242147,too_close,19,0.6224
7811,rl,242152,success,5,0.9
7812,rl,242177,too_close,25,0.5307
7813,rl,242189,success,12,0.7485
7814,rl,242208,too_close,19,0.6121
7815,rl,242226,success,18,0.639
7816,rl,242267,success,41,0.3487
7817,rl,242318,too_close,51,0.2479
7818,rl,242322,success,4,0.924
7819,rl,242336,success,14,0.71
7820,rl,242350,collision,14,-0.214
7821,rl,242358,collision,8,-0.2251
7822,rl,242373,success,15,0.6916
7823,rl,242388,success,15,0.6916
7824,rl,242422,too_close,34,0.4193
7825,rl,242459,success,37,0.3874
7826,rl,242462,success,3,0.9487
7827,rl,242514,success,52,0.261
7828,rl,242543,too_close,29,0.4625
7829,rl,242560,success,17,0.6561
7830,rl,242579,too_close,19,0.6184
7831,rl,242606,too_close,27,0.5042
7832,rl,242637,success,31,0.4538
7833,rl,242674,too_close,37,0.3776
7834,rl,242679,success,5,0.9
7835,rl,242718,too_close,39,0.3675
7836,rl,242728,collision,10,-0.2268
7837,rl,242740,success,12,0.7485
7838,rl,242779,success,39,0.3675
7839,rl,242801,too_close,22,0.5751
7840,rl,242840,too_close,39,0.3675
7841,rl,242852,success,12,0.7485
7842,rl,242879,success,27,0.5042
7843,rl,242933,too_close,54,0.2326
7844,rl,242942,success,9,0.81
7845,rl,242963,success,21,0.5905
7846,rl,243000,too_close,37,0.3796
7847,rl,243035,success,35,0.4084
7848,rl,243050,too_close,15,0.6916
7849,rl,243067,success,17,0.6561
7850,rl,243077,success,10,0.7889
7851,rl,243115,too_close,38,0.3644
7852,rl,243122,success,7,0.8538
7853,rl,243140,too_close,18,0.639
7854,rl,243163,success,23,0.5602
7855,rl,243193,too_close,30,0.4328
7856,rl,243209,too_close,16,0.6709
7857,rl,243245,success,36,0.3978
7858,rl,243263,too_close,18,0.6341
7859,rl,243281,success,18,0.639
7860,rl,243309,success,28,0.4911
7861,rl,243325,too_close,16,0.6736
7862,rl,243363,too_close,38,0.3773
7863,rl,243390,success,27,0.5042
7864,rl,243402,success,12,0.7485
7865,rl,243419,too_close,17,0.6352
7866,rl,243462,success,43,0.3308
7867,rl,243487,too_close,25,0.4815
7868,rl,243523,too_close,36,0.392
7869,rl,243526,success,3,0.9487
7870,rl,243547,collision,21,-0.1543
7871,rl,243575,success,28,0.4911
7872,rl,243605,success,30,0.4659
7873,rl,243620,success,15,0.6916
7874,rl,243631,success,11,0.7684
7875,rl,243652,too_close,21,0.5905
7876,rl,243680,too_close,28,0.4673
7877,rl,243704,success,24,0.5456
7878,rl,243756,too_close,52,0.2482
7879,rl,243778,success,22,0.5751
7880,rl,243811,too_close,33,0.4303
7881,rl,243841,collision,30,-0.1479
7882,rl,243859,too_close,18,0.639
7883,rl,243871,success,12,0.7485
7884,rl,243894,too_close,23,0.5602
7885,rl,243918,too_close,24,0.5339
7886,rl,243944,too_close,26,0.5035
7887,rl,243978,too_close,34,0.409
7888,rl,243995,success,17,0.6561
7889,rl,244053,too_close,58,0.2145
7890,rl,244085,success,32,0.442
7891,rl,244128,success,43,0.3308
7892,rl,244132,success,4,0.924
7893,rl,244169,too_close,37,0.3863
7894,rl,244186,too_close,17,0.6395
7895,rl,244199,success,13,0.729
7896,rl,244223,success,24,0.5456
7897,rl,244257,collision,34,-0.1303
7898,rl,244264,success,7,0.8538
7899,rl,244277,success,13,0.729
7900,rl,244281,success,4,0.924
7901,rl,244296,success,15,0.6916
7902,rl,244309,success,13,0.729
7903,rl,244319,success,10,0.7889
7904,rl,244334,success,15,0.6916
7905,rl,244345,success,11,0.7684
7906,rl,244396,too_close,51,0.2564
7907,rl,244408,success,12,0.7485
7908,rl,244437,too_close,29,0.4622
7909,rl,244474,too_close,37,0.3508
7910,rl,244495,success,21,0.5905
7911,rl,244507,success,12,0.7485
7912,rl,244529,too_close,22,0.5751
7913,rl,244547,success,18,0.639
7914,rl,244553,success,6,0.8766
7915,rl,244576,too_close,23,0.5564
7916,rl,244593,too_close,17,0.6561
7917,rl,244602,collision,9,-0.2192
7918,rl,244629,success,27,0.5042
7919,rl,244639,success,10,0.7889
7920,rl,244657,success,18,0.639
7921,rl,244672,success,15,0.6916
7922,rl,244711,too_close,39,0.2507
7923,rl,244758,too_close,47,0.2508
7924,rl,244797,too_close,39,0.3554
7925,rl,244834,success,37,0.3874
7926,rl,244890,too_close,56,0.2171
7927,rl,244917,success,27,0.5042
7928,rl,244953,success,36,0.3978
7929,rl,244981,too_close,28,0.4911
7930,rl,245015,success,34,0.4193
7931,rl,245051,success,36,0.3978
7932,rl,245062,success,11,0.7684
7933,rl,245068,success,6,0.8766
7934,rl,245114,too_close,46,0.2943
7935,rl,245145,too_close,31,0.4058
7936,rl,245161,too_close,16,0.6717
7937,rl,245183,too_close,22,0.5732
7938,rl,245224,too_close,41,0.3386
7939,rl,245232,too_close,8,0.814
7940,rl,245245,success,13,0.729
7941,rl,245274,too_close,29,0.4783
7942,rl,245284,success,10,0.7889
7943,rl,245311,too_close,27,0.5019
7944,rl,245324,success,13,0.729
7945,rl,245371,too_close,47,0.2977
7946,rl,245390,too_close,19,0.6224
7947,rl,245402,success,12,0.7485
7948,rl,245434,too_close,32,0.4069
7949,rl,245468,too_close,34,0.4193
7950,rl,245481,too_close,13,0.7066
7951,rl,245523,too_close,42,0.3174
7952,rl,245538,success,15,0.6916
7953,rl,245555,success,17,0.6561
7954,rl,245636,too_close,81,0.1156
7955,rl,245645,success,9,0.81
7956,rl,245648,success,3,0.9487
7957,rl,245657,too_close,9,0.7143
7958,rl,245669,success,12,0.7485
7959,rl,245706,success,37,0.3874
7960,rl,245717,success,11,0.7684
7961,rl,245733,too_close,16,0.6736
7962,rl,245741,success,8,0.8316
7963,rl,245765,success,24,0.5456
7964,rl,245772,success,7,0.8538
7965,rl,245840,too_close,68,0.1709
7966,rl,245864,success,24,0.5456
7967,rl,245919,too_close,55,0.2411
7968,rl,245950,too_close,31,0.4299
7969,rl,245978,too_close,28,0.4911
7970,rl,245991,too_close,13,0.729
7971,rl,246023,success,32,0.442
7972,rl,246043,too_close,20,0.572
7973,rl,246082,too_close,39,0.3181
7974,rl,246099,collision,17,-0.2295
7975,rl,246143,too_close,44,0.2959
7976,rl,246169,success,26,0.5176
7977,rl,246187,too_close,18,0.639
7978,rl,246200,collision,13,-0.1823
7979,rl,246244,too_close,44,0.3222
7980,rl,246261,success,17,0.6561
7981,rl,246286,success,25,0.5314
7982,rl,246313,too_close,27,0.497
7983,rl,246333,too_close,20,0.5999
7984,rl,246344,success,11,0.7684
7985,rl,246386,too_close,42,0.2976
7986,rl,246417,success,31,0.4538
7987,rl,246441,too_close,24,0.5188
7988,rl,246518,too_close,77,0.1325
7989,rl,246563,too_close,45,0.2878
7990,rl,246596,too_close,33,0.4305
7991,rl,246611,success,15,0.6916
7992,rl,246652,too_close,41,0.3487
7993,rl,246665,success,13,0.729
7994,rl,246686,too_close,21,0.5789
7995,rl,246697,too_close,11,0.7684
7996,rl,246728,too_close,31,0.4503
7997,rl,246788,too_close,60,0.2114
7998,rl,246823,too_close,35,0.3962
7999,rl,246831,success,8,0.8316
8000,rl,246866,too_close,35,0.3865
8001,rl,246875,success,9,0.81
8002,rl,246895,too_close,20,0.6023
8003,rl,246916,too_close,21,0.5905
8004,rl,246948,collision,32,-0.1145
8005,rl,246987,too_close,39,0.3607
8006,rl,247011,success,24,0.5456
8007,rl,247023,success,12,0.7485
8008,rl,247067,success,44,0.3222
8009,rl,247096,too_close,29,0.4444
8010,rl,247126,too_close,30,0.4659
8011,rl,247153,too_close,27,0.4294
8012,rl,247183,success,30,0.4659
8013,rl,247195,success,12,0.7485
8014,rl,247223,too_close,28,0.4481
8015,rl,247260,collision,37,-0.0969
8016,rl,247285,success,25,0.5314
8017,rl,247317,too_close,32,0.4258
8018,rl,247330,success,13,0.729
8019,rl,247336,collision,6,-0.2196
8020,rl,247350,success,14,0.71
8021,rl,247364,success,14,0.71
8022,rl,247388,success,24,0.5456
8023,rl,247421,success,33,0.4305
8024,rl,247428,success,7,0.8538
8025,rl,247460,too_close,32,0.4289
8026,rl,247466,success,6,0.8766
8027,rl,247498,too_close,32,0.442
8028,rl,247513,success,15,0.6916
8029,rl,247538,too_close,25,0.5038
8030,rl,247542,success,4,0.924
8031,rl,247569,success,27,0.5042
8032,rl,247583,success,14,0.71
8033,rl,247621,too_close,38,0.3772
8034,rl,247649,too_close,28,0.4911
8035,rl,247697,too_close,48,0.2655
8036,rl,247706,success,9,0.81
8037,rl,247736,too_close,30,0.4659
8038,rl,247759,collision,23,-0.1404
8039,rl,247796,too_close,37,0.3531
8040,rl,247822,collision,26,-0.1367
8041,rl,247831,collision,9,-0.2159
8042,rl,247848,success,17,0.6561
8043,rl,247854,success,6,0.8766
8044,rl,247876,success,22,0.5751
8045,rl,247910,too_close,34,0.4189
8046,rl,247947,success,37,0.3874
8047,rl,247962,success,15,0.6916
8048,rl,247973,success,11,0.7684
8049,rl,248007,too_close,34,0.4187
8050,rl,248027,too_close,20,0.5314
8051,rl,248043,too_close,16,0.6727
8052,rl,248062,success,19,0.6224
8053,rl,248105,too_close,43,0.3299
8054,rl,248119,success,14,0.71
8055,rl,248153,collision,34,-0.1175
8056,rl,248169,success,16,0.6736
8057,rl,248195,too_close,26,0.4736
8058,rl,248202,success,7,0.8538
8059,rl,248238,too_close,36,0.3978
8060,rl,248272,too_close,34,0.3842
8061,rl,248299,too_close,27,0.4566
8062,rl,248313,success,14,0.71
8063,rl,248359,too_close,46,0.3057
8064,rl,248387,too_close,28,0.4819
8065,rl,248392,success,5,0.9
8066,rl,248411,success,19,0.6224
8067,rl,248426,success,15,0.6916
8068,rl,248471,too_close,45,0.2972
8069,rl,248515,too_close,44,0.3185
8070,rl,248545,too_close,30,0.4407
8071,rl,248553,too_close,8,0.8157
8072,rl,248586,too_close,33,0.4305
8073,rl,248615,too_close,29,0.4783
8074,rl,248637,collision,22,-0.1438
8075,rl,248672,too_close,35,0.3882
8076,rl,248675,collision,3,-0.2444
8077,rl,248680,success,5,0.9
8078,rl,248686,success,6,0.8766
8079,rl,248697,success,11,0.7684
8080,rl,248705,success,8,0.8316
8081,rl,248714,collision,9,-0.2025
8082,rl,248720,success,6,0.8766
8083,rl,248742,success,22,0.5751
8084,rl,248748,too_close,6,0.827
8085,rl,248779,too_close,31,0.4538
8086,rl,248798,too_close,19,0.6149
8087,rl,248816,too_close,18,0.639
8088,rl,248839,too_close,23,0.5602
8089,rl,248847,success,8,0.8316
8090,rl,248868,too_close,21,0.5816
8091,rl,248880,collision,12,-0.2029
8092,rl,248897,success,17,0.6561
8093,rl,248923,too_close,26,0.5166
8094,rl,248956,success,33,0.4305
8095,rl,248969,success,13,0.729
8096,rl,248991,too_close,22,0.5724
8097,rl,249008,success,17,0.6561
8098,rl,249027,too_close,19,0.6184
8099,rl,249041,too_close,14,0.6981
8100,rl,249051,success,10,0.7889
8101,rl,249056,success,5,0.9
8102,rl,249062,too_close,6,0.8766
8103,rl,249099,too_close,37,0.3874
8104,rl,249107,success,8,0.8316
8105,rl,249112,success,5,0.9
8106,rl,249138,too_close,26,0.5176
8107,rl,249178,collision,40,-0.1921
8108,rl,249215,success,37,0.3874
8109,rl,249242,too_close,27,0.4946
8110,rl,249269,success,27,0.5042
8111,rl,249281,success,12,0.7485
8112,rl,249310,too_close,29,0.4783
8113,rl,249342,too_close,32,0.4374
8114,rl,249373,too_close,31,0.4538
8115,rl,249404,success,31,0.4538
8116,rl,249409,success,5,0.9
8117,rl,249418,success,9,0.81
8118,rl,249438,too_close,20,0.6063
8119,rl,249464,success,26,0.5176
8120,rl,249494,too_close,30,0.4289
8121,rl,249514,too_close,20,0.6063
8122,rl,249517,success,3,0.9487
8123,rl,249523,success,6,0.8766
8124,rl,249528,success,5,0.9
8125,rl,249565,too_close,37,0.3551
8126,rl,249582,success,17,0.6561
8127,rl,249606,too_close,24,0.5413
8128,rl,249616,success,10,0.7889
8129,rl,249622,success,6,0.8766
8130,rl,249638,too_close,16,0.6519
8131,rl,249666,success,28,0.4911
8132,rl,249706,too_close,40,0.358
8133,rl,249728,success,22,0.5751
8134,rl,249756,too_close,28,0.4641
8135,rl,249791,too_close,35,0.4031
8136,rl,249795,success,4,0.924
8137,rl,249814,too_close,19,0.605
8138,rl,249850,too_close,36,0.3978
8139,rl,249881,success,31,0.4538
8140,rl,249918,too_close,37,0.3555
8141,rl,249929,success,11,0.7684
8142,rl,249971,too_close,42,0.3317
8143,rl,250000,success,29,0.4783
8144,rl,250007,too_close,7,0.8325
8145,rl,250025,success,18,0.639
8146,rl,250058,too_close,33,0.4305
8147,rl,250107,too_close,49,0.2602
8148,rl,250125,too_close,18,0.639
8149,rl,250159,collision,34,-0.1922
8150,rl,250181,too_close,22,0.5751
8151,rl,250211,too_close,30,0.4493
8152,rl,250236,too_close,25,0.4781
8153,rl,250264,too_close,28,0.4875
8154,rl,250272,success,8,0.8316
8155,rl,250316,too_close,44,0.3145
8156,rl,250330,too_close,14,0.7082
8157,rl,250352,too_close,22,0.565
8158,rl,250378,too_close,26,0.5176
8159,rl,250383,success,5,0.9
8160,rl,250391,success,8,0.8316
8161,rl,250421,success,30,0.4659
8162,rl,250446,success,25,0.5314
8163,rl,250477,success,31,0.4538
8164,rl,250518,too_close,41,0.338
8165,rl,250536,success,18,0.639
8166,rl,250572,success,36,0.3978
8167,rl,250585,success,13,0.729
8168,rl,250598,success,13,0.729
8169,rl,250605,success,7,0.8538
8170,rl,250639,too_close,34,0.3974
8171,rl,250647,too_close,8,0.7798
8172,rl,250669,too_close,22,0.5751
8173,rl,250695,success,26,0.5176
8174,rl,250723,too_close,28,0.4911
8175,rl,250737,too_close,14,0.7098
8176,rl,250750,collision,13,-0.1985
8177,rl,250770,too_close,20,0.5809
8178,rl,250800,success,30,0.4659
8179,rl,250815,too_close,15,0.6916
8180,rl,250836,too_close,21,0.5811
8181,rl,250866,too_close,30,0.4659
8182,rl,250885,too_close,19,0.6224
8183,rl,250912,success,27,0.5042
8184,rl,250951,too_close,39,0.3675
8185,rl,250983,too_close,32,0.442
8186,rl,251021,too_close,38,0.3566
8187,rl,251051,too_close,30,0.4659
8188,rl,251069,success,18,0.639
8189,rl,251093,too_close,24,0.5033
8190,rl,251110,too_close,17,0.6551
8191,rl,251167,too_close,57,0.2232
8192,rl,251195,too_close,28,0.4817
8193,rl,251214,too_close,19,0.6224
8194,rl,251233,success,19,0.6224
8195,rl,251246,too_close,13,0.7227
8196,rl,251285,too_close,39,0.3625
8197,rl,251336,too_close,51,0.2679
8198,rl,251353,success,17,0.6561
8199,rl,251363,too_close,10,0.7878
8200,rl,251374,success,11,0.7684
8201,rl,251390,too_close,16,0.6736
8202,rl,251446,too_close,56,0.2349
8203,rl,251459,success,13,0.729
8204,rl,251476,success,17,0.6561
8205,rl,251515,too_close,39,0.2881
8206,rl,251537,too_close,22,0.5667
8207,rl,251543,success,6,0.8766
8208,rl,251581,collision,38,-0.0999
8209,rl,251601,success,20,0.6041
8210,rl,251632,too_close,31,0.3235
8211,rl,251643,too_close,11,0.7684
8212,rl,251676,too_close,33,0.4274
8213,rl,251692,success,16,0.6736
8214,rl,251708,too_close,16,0.6736
8215,rl,251756,too_close,48,0.2827
8216,rl,251794,too_close,38,0.3614
8217,rl,251822,collision,28,-0.1284
8218,rl,251842,success,20,0.6063
8219,rl,251854,success,12,0.7485
8220,rl,251867,success,13,0.729
8221,rl,251884,success,17,0.6561
8222,rl,251894,success,10,0.7889
8223,rl,251921,success,27,0.5042
8224,rl,251927,success,6,0.8766
8225,rl,251937,too_close,10,0.781
8226,rl,251952,collision,15,-0.1869
8227,rl,251971,success,19,0.6224
8228,rl,251979,too_close,8,0.8192
8229,rl,251984,success,5,0.9
8230,rl,252007,success,23,0.5602
8231,rl,252044,too_close,37,0.3874
8232,rl,252070,too_close,26,0.4799
8233,rl,252107,too_close,37,0.3794
8234,rl,252114,success,7,0.8538
8235,rl,252146,too_close,32,0.442
8236,rl,252177,too_close,31,0.424
8237,rl,252211,too_close,34,0.4004
8238,rl,252227,too_close,16,0.6736
8239,rl,252274,too_close,47,0.2801
8240,rl,252310,too_close,36,0.3974
8241,rl,252346,too_close,36,0.3978
8242,rl,252356,success,10,0.7889
8243,rl,252376,too_close,20,0.5934
8244,rl,252382,success,6,0.8766
8245,rl,252420,too_close,38,0.3693
8246,rl,252428,too_close,8,0.8316
8247,rl,252451,too_close,23,0.5554
8248,rl,252470,too_close,19,0.6224
8249,rl,252494,too_close,24,0.5456
8250,rl,252526,too_close,32,0.442
8251,rl,252542,success,16,0.6736
8252,rl,252550,success,8,0.8316
8253,rl,252580,success,30,0.4659
8254,rl,252599,too_close,19,0.6224
8255,rl,252608,success,9,0.81
8256,rl,252651,success,43,0.3308
8257,rl,252677,too_close,26,-0.1679
8258,rl,252710,too_close,33,0.4305
8259,rl,252750,too_close,40,0.3393
8260,rl,252788,too_close,38,0.3762
8261,rl,252829,too_close,41,0.3487
8262,rl,252838,success,9,0.81
8263,rl,252873,too_close,35,0.3741
8264,rl,252909,success,36,0.3978
8265,rl,252916,too_close,7,0.8516
8266,rl,252950,too_close,34,0.4193
8267,rl,252996,too_close,46,0.3057
8268,rl,253002,collision,6,-0.2476
8269,rl,253016,success,14,0.71
8270,rl,253026,success,10,0.7889
8271,rl,253070,too_close,44,0.3183
8272,rl,253091,success,21,0.5905
8273,rl,253125,success,34,0.4193
8274,rl,253131,success,6,0.8766
8275,rl,253152,success,21,0.5905
8276,rl,253162,success,10,0.7889
8277,rl,253188,too_close,26,0.5175
8278,rl,253210,too_close,22,0.5751
8279,rl,253233,success,23,0.5602
8280,rl,253245,success,12,0.7485
8281,rl,253250,success,5,0.9
8282,rl,253280,too_close,30,0.4659
8283,rl,253320,too_close,40,0.358
8284,rl,253342,success,22,0.5751
8285,rl,253376,success,34,0.4193
8286,rl,253414,too_close,38,0.3773
8287,rl,253418,success,4,0.924
8288,rl,253432,success,14,0.71
8289,rl,253452,too_close,20,0.6063
8290,rl,253476,too_close,24,0.5136
8291,rl,253548,too_close,72,0.0983
8292,rl,253577,success,29,0.4783
8293,rl,253611,too_close,34,0.4193
8294,rl,253642,success,31,0.4538
8295,rl,253661,success,19,0.6224
8296,rl,253683,too_close,22,0.5751
8297,rl,253690,success,7,0.8538
8298,rl,253703,too_close,13,0.6786
8299,rl,253714,success,11,0.7684
8300,rl,253748,too_close,34,0.4193
8301,rl,253756,success,8,0.8316
8302,rl,253775,too_close,19,0.6224
8303,rl,253808,success,33,0.4305
8304,rl,253832,too_close,24,0.5014
8305,rl,253843,collision,11,-0.2043
8306,rl,253861,success,18,0.639
8307,rl,253886,too_close,25,0.5099
8308,rl,253931,too_close,45,0.3138
8309,rl,253961,too_close,30,0.4498
8310,rl,253972,collision,11,-0.2414
8311,rl,253995,success,23,0.5602
8312,rl,254006,too_close,11,0.7684
8313,rl,254019,success,13,0.729
8314,rl,254044,success,25,0.5314
8315,rl,254070,success,26,0.5176
8316,rl,254098,too_close,28,0.4911
8317,rl,254122,too_close,24,0.5348
8318,rl,254139,collision,17,-0.2009
8319,rl,254166,success,27,0.5042
8320,rl,254210,too_close,44,0.3125
8321,rl,254234,success,24,0.5456
8322,rl,254250,success,16,0.6736
8323,rl,254265,too_close,15,0.6916
8324,rl,254266,collision,1,-0.25
8325,rl,254278,collision,12,-0.2078
8326,rl,254288,success,10,0.7889
8327,rl,254317,success,29,0.4783
8328,rl,254350,too_close,33,0.414
8329,rl,254361,success,11,0.7684
8330,rl,254399,success,38,0.3773
8331,rl,254417,success,18,0.639
8332,rl,254432,success,15,0.6916
